,State,mean_pct_read_seng15,Sanitation,Electricity,avg_unemploy_state,avg_houshold_size,year,month,day,is_holiday,is_weekday
2177,Nasarawa,49.4,60.14161724575931,43.095502428373365,9.428571429,5.28,2014,11,08,0,0
1410,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2013,07,27,0,0
5620,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2021,01,27,0,1
5494,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2020,11,19,0,1
3181,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2016,07,06,1,1
2210,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2014,12,01,0,1
2792,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2015,10,01,1,1
1126,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2012,11,09,0,1
2787,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,09,27,0,0
3509,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2017,03,15,0,1
2846,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,11,27,0,1
3985,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2018,01,25,0,1
304,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2009,02,17,0,1
2855,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,12,06,0,0
1292,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2013,03,16,0,0
70,Unknown,41.37838292149941,60.14161724575931,43.095502428373365,14.878800760712894,5.26448478735922,1999,07,20,0,1
2157,Nasarawa,49.4,60.14161724575931,43.095502428373365,9.428571429,5.28,2014,11,02,0,0
1305,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,03,23,0,0
2778,Ondo,67.3,78.02134752,40.72911739,10.8,3.7,2015,09,21,0,1
2977,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2016,03,13,0,0
3532,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,03,30,0,1
5557,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2021,02,18,0,1
1340,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,04,21,0,0
831,Nasarawa,49.4,60.14161724575931,43.095502428373365,9.428571429,5.28,2012,04,30,0,1
5966,Unknown,41.37838292149941,60.14161724575931,43.095502428373365,14.878800760712894,5.26448478735922,2021,06,16,0,1
1456,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,10,02,0,1
1825,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,05,31,0,0
3947,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2018,01,06,0,0
238,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2008,05,16,0,1
92,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2002,01,02,0,1
4813,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,05,27,0,1
1564,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2014,01,31,0,1
2488,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2015,03,30,0,1
5580,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2021,05,04,0,1
3094,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2016,05,28,0,0
5772,Anambra,80.0,43.35963428,26.72869563,11.41428571,4.5,2021,04,15,0,1
3437,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,01,08,0,0
1001,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2012,08,22,0,1
4254,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2018,06,04,0,1
4698,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,03,10,0,0
2276,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,01,07,0,1
3758,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,09,06,0,1
1504,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2013,11,21,0,1
957,Sokoto,15.0,59.36932564,61.00217104,10.21428571,5.36,2012,07,30,0,1
3799,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2017,10,10,0,1
4184,Nasarawa,49.4,60.14161724575931,43.095502428373365,9.428571429,5.28,2018,04,25,0,1
4240,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2018,05,28,0,1
1532,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,12,20,0,1
3184,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2016,07,07,1,1
411,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2011,01,10,0,1
1405,Edo,67.3,48.46425951,11.4923358,13.64285714,4.14,2013,07,12,0,1
2673,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,07,14,0,1
5756,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2021,04,10,0,0
2182,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,11,13,0,1
4988,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2019,10,01,1,1
3133,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,06,17,0,1
2086,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,09,30,0,1
1034,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2012,09,06,0,1
2722,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,08,03,0,1
5274,Enugu,64.6,68.00408363,28.17356884,19.55714286,4.26,2020,05,16,0,0
4801,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2019,05,20,0,1
931,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2012,07,16,0,1
5469,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2020,10,21,0,1
3326,Nasarawa,49.4,60.14161724575931,43.095502428373365,9.428571429,5.28,2016,10,28,0,1
633,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2012,01,20,0,1
1672,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2014,03,24,0,1
498,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2011,08,31,1,1
937,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,07,19,0,1
415,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2011,01,23,0,0
5176,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,02,23,0,0
3808,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2017,10,15,0,0
1721,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,04,16,0,1
4241,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2018,05,29,1,1
5037,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,11,27,0,1
757,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,03,11,0,0
2093,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2014,10,02,0,1
1041,Bauchi,22.7,62.27546334,71.5275526,24.32857143,6.72,2012,09,10,0,1
3789,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,09,27,0,1
4082,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2018,03,15,0,1
3102,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2016,05,30,1,1
3551,Lagos,84.3,56.04365468,0.8463356644,15.21428571,4.08,2017,04,13,0,1
596,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,01,08,0,0
2197,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,11,24,0,1
2463,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2015,03,25,0,1
1068,Niger,35.0,66.98066592,45.84849179,7.871428571,5.4,2012,10,15,0,1
5280,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2020,05,18,0,1
3070,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,05,14,0,0
2127,Bauchi,22.7,62.27546334,71.5275526,24.32857143,6.72,2014,10,22,0,1
3390,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2016,11,25,0,1
652,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2012,01,23,0,1
4623,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,02,06,0,1
4945,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,08,27,0,1
2284,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,01,09,0,1
1934,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,07,16,0,1
4008,Ogun,61.4,68.77717972,21.51919305,7.485714286,3.3,2018,02,07,0,1
2110,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2014,10,15,0,1
1818,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,05,28,0,1
2388,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,02,12,0,1
75,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,1999,11,08,0,1
3664,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,07,04,0,1
5160,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2020,02,13,0,1
2927,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,02,05,0,1
5976,Zamfara,14.9,58.76550674,70.27255893,32.35714286,5.36,2021,06,17,0,1
4302,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2018,06,30,0,0
2571,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2015,05,19,0,1
5690,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2021,03,14,0,0
2191,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,11,19,0,1
4915,Akwa Ibom,75.5,60.14161724575931,43.095502428373365,19.28571429,4.66,2019,08,08,0,1
5526,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,12,18,0,1
1010,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,09,04,0,1
1029,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,09,05,0,1
4740,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,04,01,0,1
828,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2012,04,29,0,0
2704,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,07,27,0,1
4377,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,09,04,0,1
96,Kwara,46.6,77.88345218,27.79501677,8.028571429,4.28,2002,11,15,0,1
3089,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2016,05,25,0,1
4596,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,01,28,0,1
3413,Abuja,66.4,60.14161724575931,43.095502428373365,16.94285714,4.78,2016,12,21,0,1
4690,Kogi,56.6,78.46921682,51.85519457,13.21428571,4.0,2019,03,09,0,0
1200,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2013,01,09,0,1
621,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2012,01,19,0,1
5451,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,10,01,1,1
1412,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2013,07,29,0,1
566,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2011,12,23,0,1
543,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2011,11,06,1,0
1334,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,04,16,0,1
2680,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2015,07,17,1,1
51,Osun,59.1,74.84921217,21.52050436,8.528571429,3.84,1997,08,20,0,1
5044,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,12,10,0,1
5658,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2021,02,16,0,1
2505,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2015,04,05,0,0
1558,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2014,01,25,0,0
745,Niger,35.0,66.98066592,45.84849179,7.871428571,5.4,2012,03,07,0,1
4310,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2018,07,04,0,1
5366,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,07,19,0,0
1467,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,10,20,0,0
1951,Ebonyi,67.2,87.78492808,70.04756331,11.41428571,5.1,2014,07,24,0,1
195,Akwa Ibom,75.5,60.14161724575931,43.095502428373365,19.28571429,4.66,2007,06,03,0,0
5778,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2021,04,17,0,0
2233,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2014,12,19,0,1
5703,Kwara,46.6,77.88345218,27.79501677,8.028571429,4.28,2021,03,22,0,1
802,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,04,10,0,1
1618,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,03,02,0,0
3264,Lagos,84.3,56.04365468,0.8463356644,15.21428571,4.08,2016,09,07,0,1
5259,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2020,05,06,0,1
620,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2012,01,19,0,1
3555,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,04,17,1,1
4147,Nasarawa,49.4,60.14161724575931,43.095502428373365,9.428571429,5.28,2018,04,15,0,0
3624,Edo,67.3,48.46425951,11.4923358,13.64285714,4.14,2017,06,09,0,1
4645,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,02,16,0,0
1777,Abuja,66.4,60.14161724575931,43.095502428373365,16.94285714,4.78,2014,05,15,0,1
5347,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,07,04,0,0
644,Bauchi,22.7,62.27546334,71.5275526,24.32857143,6.72,2012,01,22,0,0
5081,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,01,06,0,1
5543,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,12,26,1,0
1788,Kogi,56.6,78.46921682,51.85519457,13.21428571,4.0,2014,05,19,0,1
1061,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2012,10,05,0,1
5179,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,02,22,0,0
4066,Kogi,56.6,78.46921682,51.85519457,13.21428571,4.0,2018,03,14,0,1
120,Edo,67.3,48.46425951,11.4923358,13.64285714,4.14,2005,12,21,0,1
5652,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2021,02,15,0,1
2451,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2015,03,15,0,0
4128,Zamfara,14.9,58.76550674,70.27255893,32.35714286,5.36,2018,04,11,0,1
4817,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2019,05,28,0,1
5844,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2021,05,03,1,1
1230,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2013,01,31,0,1
2758,Kogi,56.6,78.46921682,51.85519457,13.21428571,4.0,2015,09,08,0,1
4247,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2018,06,03,0,0
2330,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2015,01,26,0,1
5701,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2021,03,20,0,0
5808,Akwa Ibom,75.5,60.14161724575931,43.095502428373365,19.28571429,4.66,2021,04,27,0,1
134,Anambra,80.0,43.35963428,26.72869563,11.41428571,4.5,2006,06,28,0,1
3481,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,02,13,0,1
2577,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,05,21,0,1
5561,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2021,02,23,0,1
4701,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2019,03,11,0,1
4198,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2018,05,02,0,1
3547,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,04,10,0,1
511,Niger,35.0,66.98066592,45.84849179,7.871428571,5.4,2011,09,29,0,1
5982,Niger,35.0,66.98066592,45.84849179,7.871428571,5.4,2021,06,17,0,1
62,Lagos,84.3,56.04365468,0.8463356644,15.21428571,4.08,1998,04,24,0,1
1553,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,01,21,0,1
3768,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,09,08,0,1
5214,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2020,03,23,0,1
3574,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2017,05,07,0,0
3614,Anambra,80.0,43.35963428,26.72869563,11.41428571,4.5,2017,06,05,0,1
5049,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,12,12,0,1
2004,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,08,21,0,1
2094,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,10,06,0,1
679,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2012,02,09,0,1
3684,Lagos,84.3,56.04365468,0.8463356644,15.21428571,4.08,2017,07,21,0,1
1211,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2013,01,18,0,1
122,Unknown,41.37838292149941,60.14161724575931,43.095502428373365,14.878800760712894,5.26448478735922,2006,01,11,1,1
4811,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2019,05,26,0,0
1897,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2014,06,29,0,0
4075,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2018,03,14,0,1
5789,Imo,76.8,41.88608527,24.77383316,21.7,4.38,2021,04,24,0,0
4366,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2018,08,28,0,1
1210,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2013,01,17,0,1
567,Abuja,66.4,60.14161724575931,43.095502428373365,16.94285714,4.78,2011,12,25,1,0
2347,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2015,02,02,0,1
548,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2011,11,14,0,1
864,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2012,05,27,0,0
4538,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,12,22,0,0
1392,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,06,19,0,1
4498,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,12,01,0,0
3045,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,04,23,0,0
2358,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2015,02,09,0,1
4352,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2018,08,18,0,0
3954,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2018,01,12,0,1
720,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2012,02,28,0,1
3835,Ondo,67.3,78.02134752,40.72911739,10.8,3.7,2017,11,04,0,0
3795,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2017,09,29,0,1
690,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2012,02,13,0,1
602,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2012,01,10,0,1
1966,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2014,07,28,1,1
2650,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2015,07,05,0,0
4231,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2018,05,20,0,0
1883,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2014,06,23,0,1
5241,Kogi,56.6,78.46921682,51.85519457,13.21428571,4.0,2020,04,16,0,1
503,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2011,09,11,0,0
4727,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2019,03,25,0,1
318,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2009,06,29,0,1
4093,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2018,03,22,0,1
3557,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,04,21,0,1
274,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2008,09,17,0,1
5153,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,02,09,0,0
2847,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,11,29,0,0
1361,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,05,07,0,1
4630,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,02,12,0,1
1526,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,12,11,0,1
2364,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2015,02,09,0,1
2167,Gombe,29.2,56.97092414,56.9547236,19.62857143,5.98,2014,11,04,0,1
3749,Ondo,67.3,78.02134752,40.72911739,10.8,3.7,2017,08,28,0,1
4907,Enugu,64.6,68.00408363,28.17356884,19.55714286,4.26,2019,08,04,0,0
1954,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,07,25,0,1
4183,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,04,22,0,0
3007,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2016,03,17,0,1
2034,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2014,09,07,0,0
945,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,07,27,0,1
4715,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,03,18,0,1
5779,Osun,59.1,74.84921217,21.52050436,8.528571429,3.84,2021,04,18,0,0
295,Akwa Ibom,75.5,60.14161724575931,43.095502428373365,19.28571429,4.66,2008,12,20,0,0
5805,Ebonyi,67.2,87.78492808,70.04756331,11.41428571,5.1,2021,04,26,0,1
5208,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,03,17,0,1
298,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2009,01,21,0,1
68,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,1999,06,27,0,0
4391,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,09,14,0,1
736,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,03,04,0,0
5288,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,05,20,0,1
5947,Kwara,46.6,77.88345218,27.79501677,8.028571429,4.28,2021,06,08,0,1
2986,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2016,03,13,0,0
5412,Ondo,67.3,78.02134752,40.72911739,10.8,3.7,2020,09,01,0,1
1503,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,11,24,0,0
5335,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,06,20,0,0
150,Cross River,67.2,74.61053133,63.22547197,19.07142857,4.46,2006,12,03,0,0
756,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2012,03,11,0,0
2025,Nasarawa,49.4,60.14161724575931,43.095502428373365,9.428571429,5.28,2014,09,02,0,1
3499,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,03,03,0,1
1703,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2014,04,09,0,1
5464,Imo,76.8,41.88608527,24.77383316,21.7,4.38,2020,10,21,0,1
2103,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2014,10,07,0,1
169,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2007,02,19,0,1
2153,Nasarawa,49.4,60.14161724575931,43.095502428373365,9.428571429,5.28,2014,11,02,0,0
376,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2010,10,26,0,1
3386,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,11,23,0,1
859,Sokoto,15.0,59.36932564,61.00217104,10.21428571,5.36,2012,05,23,0,1
2348,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2015,02,02,0,1
4025,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,02,17,0,0
2264,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,01,07,0,1
378,Kwara,46.6,77.88345218,27.79501677,8.028571429,4.28,2010,10,28,0,1
3988,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2018,01,27,0,0
3426,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,12,31,0,0
1294,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2013,03,17,0,0
3213,Lagos,84.3,56.04365468,0.8463356644,15.21428571,4.08,2016,07,15,0,1
1432,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,08,27,0,1
5605,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2021,01,15,0,1
4190,Osun,59.1,74.84921217,21.52050436,8.528571429,3.84,2018,04,27,0,1
4461,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2018,11,06,0,1
1779,Lagos,84.3,56.04365468,0.8463356644,15.21428571,4.08,2014,05,15,0,1
2688,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2015,07,21,0,1
4004,Nasarawa,49.4,60.14161724575931,43.095502428373365,9.428571429,5.28,2018,02,02,0,1
4579,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,01,13,0,0
3541,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,04,06,0,1
841,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2012,05,08,0,1
2570,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2015,05,16,0,0
1189,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,12,30,0,0
175,Unknown,41.37838292149941,60.14161724575931,43.095502428373365,14.878800760712894,5.26448478735922,2007,03,31,1,0
2232,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2014,12,17,0,1
927,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2012,07,07,0,0
3256,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2016,08,20,0,0
45,Lagos,84.3,56.04365468,0.8463356644,15.21428571,4.08,1997,05,07,0,1
1260,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,02,23,0,0
1096,Bauchi,22.7,62.27546334,71.5275526,24.32857143,6.72,2012,10,27,1,0
1443,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2013,09,11,0,1
4789,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,05,13,0,1
5077,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,01,04,0,0
1187,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2012,12,28,0,1
5091,Edo,67.3,48.46425951,11.4923358,13.64285714,4.14,2020,01,13,0,1
3176,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2016,07,04,0,1
1030,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,09,05,0,1
4833,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,06,15,0,0
300,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2009,01,29,0,1
2521,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2015,04,13,0,1
1472,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2013,10,22,0,1
283,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2008,11,13,0,1
