,State,mean_pct_read_seng15,Sanitation,Electricity,avg_unemploy_state,avg_houshold_size,year,month,day,is_holiday,is_weekday
5626,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2021,01,30,0,0
1755,Abuja,66.4,60.14161724575931,43.095502428373365,16.94285714,4.78,2014,05,06,0,1
2344,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,02,01,0,0
4283,Ebonyi,67.2,87.78492808,70.04756331,11.41428571,5.1,2018,06,21,0,1
3034,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2016,04,20,0,1
5964,Zamfara,14.9,58.76550674,70.27255893,32.35714286,5.36,2021,06,14,1,1
3429,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,01,04,0,1
829,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,04,29,0,0
1483,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,10,31,0,1
1505,Abuja,66.4,60.14161724575931,43.095502428373365,16.94285714,4.78,2013,11,22,0,1
438,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2011,03,29,0,1
627,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2012,01,20,0,1
1354,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,05,04,0,0
5583,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2021,05,11,0,1
925,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2012,07,08,0,0
4539,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,12,23,0,0
3210,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2016,07,13,0,1
1912,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2014,07,05,0,0
4126,Nasarawa,49.4,60.14161724575931,43.095502428373365,9.428571429,5.28,2018,04,10,0,1
4856,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2019,06,26,0,1
1173,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2012,12,14,0,1
3442,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2017,01,13,0,1
2716,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,08,02,0,0
944,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,07,27,0,1
4768,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,04,29,0,1
5165,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2020,02,16,0,0
12,Edo,67.3,48.46425951,11.4923358,13.64285714,4.14,1992,02,22,0,0
1117,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,11,02,0,1
5821,Nasarawa,49.4,60.14161724575931,43.095502428373365,9.428571429,5.28,2021,04,29,0,1
3106,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2016,05,31,0,1
4556,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,12,27,0,1
642,Bauchi,22.7,62.27546334,71.5275526,24.32857143,6.72,2012,01,22,0,0
1302,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2013,03,22,0,1
2646,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2015,07,05,0,0
2676,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,07,15,0,1
1272,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,03,03,0,0
1297,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,03,18,0,1
5485,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,11,06,0,1
1397,Ondo,67.3,78.02134752,40.72911739,10.8,3.7,2013,06,30,0,0
2586,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,05,25,0,1
5791,Imo,76.8,41.88608527,24.77383316,21.7,4.38,2021,04,24,0,0
4864,Katsina,16.7,72.25455046,68.10233593,19.45714286,5.92,2019,07,07,0,0
653,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2012,01,24,0,1
429,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2011,02,23,0,1
1539,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2014,01,06,0,1
5057,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,12,22,0,0
2515,Lagos,84.3,56.04365468,0.8463356644,15.21428571,4.08,2015,04,09,0,1
2850,Zamfara,14.9,58.76550674,70.27255893,32.35714286,5.36,2015,12,01,0,1
4309,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2018,07,04,0,1
2834,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,11,13,0,1
838,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2012,05,05,0,0
1087,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2012,10,21,0,0
3616,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,06,07,0,1
4966,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,09,09,0,1
1869,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2014,06,19,0,1
5872,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2021,05,16,0,0
4153,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2018,04,16,0,1
856,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,05,20,0,0
3033,Enugu,64.6,68.00408363,28.17356884,19.55714286,4.26,2016,04,16,0,0
4857,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,06,24,0,1
3245,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,08,14,0,0
4664,Akwa Ibom,75.5,60.14161724575931,43.095502428373365,19.28571429,4.66,2019,02,23,0,0
5579,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2021,05,02,0,0
1942,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,07,19,0,0
693,Niger,35.0,66.98066592,45.84849179,7.871428571,5.4,2012,02,15,0,1
2641,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,07,03,0,1
2664,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,07,11,0,0
188,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2007,05,09,0,1
287,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2008,11,28,0,1
5803,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2021,04,26,0,1
1773,Bauchi,22.7,62.27546334,71.5275526,24.32857143,6.72,2014,05,14,0,1
5490,Ondo,67.3,78.02134752,40.72911739,10.8,3.7,2020,11,11,0,1
3944,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2018,01,06,0,0
5036,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2019,11,27,0,1
2067,Kogi,56.6,78.46921682,51.85519457,13.21428571,4.0,2014,09,21,0,0
2925,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,02,02,0,1
2543,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2015,04,26,0,0
2119,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2014,10,19,0,0
4825,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,06,02,0,0
3274,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,09,19,0,1
210,Unknown,41.37838292149941,60.14161724575931,43.095502428373365,14.878800760712894,5.26448478735922,2007,09,27,0,1
3467,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2017,01,31,0,1
4597,Abia,76.6,60.14161724575931,43.095502428373365,15.05714286,3.9,2019,01,28,0,1
1319,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,03,31,0,0
73,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,1999,11,01,0,1
2509,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2015,04,06,1,1
1745,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,05,02,0,1
3785,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,09,24,0,0
5403,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,08,27,0,1
4742,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,04,06,0,0
4622,Zamfara,14.9,58.76550674,70.27255893,32.35714286,5.36,2019,02,05,0,1
3303,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2016,10,13,0,1
5709,Oyo,57.9,77.89170742,31.05866313,10.3,4.18,2021,03,25,0,1
2144,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,11,01,0,0
1231,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2013,01,31,0,1
4923,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,08,14,0,1
4287,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2018,06,24,0,0
5864,Akwa Ibom,75.5,60.14161724575931,43.095502428373365,19.28571429,4.66,2021,05,12,0,1
4590,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,01,23,0,1
113,Edo,67.3,48.46425951,11.4923358,13.64285714,4.14,2005,01,03,0,1
5084,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2020,01,08,0,1
2135,Nasarawa,49.4,60.14161724575931,43.095502428373365,9.428571429,5.28,2014,10,27,0,1
1873,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2014,06,19,0,1
3193,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,07,09,0,0
1554,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,01,22,0,1
4397,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,09,19,0,1
2098,Edo,67.3,48.46425951,11.4923358,13.64285714,4.14,2014,10,08,0,1
1862,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2014,06,15,0,0
1496,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,11,11,0,1
5218,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2020,03,24,0,1
4338,Akwa Ibom,75.5,60.14161724575931,43.095502428373365,19.28571429,4.66,2018,07,28,0,0
2431,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2015,03,05,0,1
1652,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2014,03,11,0,1
5196,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2020,03,04,0,1
252,Unknown,41.37838292149941,60.14161724575931,43.095502428373365,14.878800760712894,5.26448478735922,2008,06,19,0,1
350,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2010,04,11,0,0
3112,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2016,06,02,0,1
2526,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2015,04,19,0,0
457,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2011,05,27,0,1
3782,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,09,20,0,1
479,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2011,07,03,0,0
1114,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,10,30,0,1
798,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2012,04,11,0,1
4220,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2018,05,16,0,1
1756,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2014,05,06,0,1
2873,Gombe,29.2,56.97092414,56.9547236,19.62857143,5.98,2015,12,19,0,0
26,Lagos,84.3,56.04365468,0.8463356644,15.21428571,4.08,1994,09,19,0,1
5930,Imo,76.8,41.88608527,24.77383316,21.7,4.38,2021,05,31,0,1
2518,Gombe,29.2,56.97092414,56.9547236,19.62857143,5.98,2015,04,11,0,0
3268,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2016,09,13,1,1
2370,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2015,02,09,0,1
1287,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,03,11,0,1
1281,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,03,08,0,1
4967,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2019,09,11,0,1
2617,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2015,06,18,0,1
5830,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2021,04,30,0,1
3837,Enugu,64.6,68.00408363,28.17356884,19.55714286,4.26,2017,11,04,0,0
3585,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2017,05,14,0,0
5152,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,02,09,0,0
4716,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2019,03,18,0,1
4368,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,08,28,0,1
5096,Unknown,41.37838292149941,60.14161724575931,43.095502428373365,14.878800760712894,5.26448478735922,2020,01,14,0,1
2915,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,01,27,0,1
5589,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2021,01,02,0,0
607,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2012,01,11,0,1
5033,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2019,11,19,0,1
5682,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2021,03,07,0,0
3402,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2016,12,09,0,1
4668,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2019,02,23,0,0
5525,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,12,18,0,1
4850,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,06,22,0,0
5891,Ebonyi,67.2,87.78492808,70.04756331,11.41428571,5.1,2021,05,23,0,0
3323,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2016,10,27,0,1
203,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2007,07,06,0,1
339,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2010,02,10,0,1
837,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,05,04,0,1
4358,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2018,08,28,0,1
387,Abia,76.6,60.14161724575931,43.095502428373365,15.05714286,3.9,2010,12,01,0,1
4656,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2019,02,23,0,0
4546,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2018,12,24,0,1
2574,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2015,05,20,0,1
2864,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,12,13,0,0
1820,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,05,28,0,1
3424,Niger,35.0,66.98066592,45.84849179,7.871428571,5.4,2016,12,30,0,1
3606,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2017,05,27,0,0
3135,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2016,06,18,0,0
2457,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2015,03,19,0,1
3014,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,03,27,0,0
3914,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,12,30,0,0
5339,Ondo,67.3,78.02134752,40.72911739,10.8,3.7,2020,06,26,0,1
677,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2012,02,07,0,1
1550,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,01,16,0,1
3336,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,11,03,0,1
1499,Gombe,29.2,56.97092414,56.9547236,19.62857143,5.98,2013,11,19,0,1
61,Osun,59.1,74.84921217,21.52050436,8.528571429,3.84,1998,04,24,0,1
1477,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2013,10,24,0,1
5304,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,05,31,0,0
1894,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,06,29,0,0
2784,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,09,24,1,1
790,Abuja,66.4,60.14161724575931,43.095502428373365,16.94285714,4.78,2012,04,04,0,1
1407,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2013,07,16,0,1
3206,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2016,07,12,0,1
5432,Kogi,56.6,78.46921682,51.85519457,13.21428571,4.0,2020,09,17,0,1
3114,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2016,06,02,0,1
4884,Enugu,64.6,68.00408363,28.17356884,19.55714286,4.26,2019,07,18,0,1
3912,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2017,12,30,0,0
2706,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,07,28,0,1
5967,Imo,76.8,41.88608527,24.77383316,21.7,4.38,2021,06,16,0,1
4398,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,09,23,0,0
2594,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,06,01,0,1
4002,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2018,02,01,0,1
2750,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,08,31,0,1
733,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2012,03,02,0,1
3688,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,07,23,0,0
5524,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2020,12,17,0,1
1803,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2014,05,24,0,0
5087,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2020,01,09,0,1
1839,Enugu,64.6,68.00408363,28.17356884,19.55714286,4.26,2014,06,04,0,1
2304,Zamfara,14.9,58.76550674,70.27255893,32.35714286,5.36,2015,01,16,0,1
527,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2011,11,03,0,1
4019,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2018,02,11,0,0
5136,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,01,30,0,1
5540,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,12,26,1,0
2323,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,01,25,0,0
2602,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,06,06,0,0
2299,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,01,14,0,1
803,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,04,10,0,1
857,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,05,20,0,0
1485,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,11,02,0,0
2619,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,06,22,0,1
4475,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,11,15,0,1
4678,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,03,06,0,1
2918,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2016,01,28,0,1
219,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2007,12,04,0,1
5034,Oyo,57.9,77.89170742,31.05866313,10.3,4.18,2019,11,20,0,1
1288,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,03,11,0,1
1115,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,10,31,0,1
582,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,01,04,0,1
3159,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2016,06,27,0,1
43,Lagos,84.3,56.04365468,0.8463356644,15.21428571,4.08,1997,02,12,0,1
3580,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,05,13,0,0
2240,Gombe,29.2,56.97092414,56.9547236,19.62857143,5.98,2014,12,22,0,1
3214,Niger,35.0,66.98066592,45.84849179,7.871428571,5.4,2016,07,15,0,1
4237,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2018,05,28,0,1
2589,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,05,30,0,0
4513,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,12,07,0,1
1782,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,05,17,0,0
5247,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2020,04,20,0,1
1224,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,01,23,0,1
5138,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,02,02,0,0
1071,Bauchi,22.7,62.27546334,71.5275526,24.32857143,6.72,2012,10,17,0,1
718,Bauchi,22.7,62.27546334,71.5275526,24.32857143,6.72,2012,02,27,0,1
4355,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,08,17,0,1
5749,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2021,04,10,0,0
670,Kogi,56.6,78.46921682,51.85519457,13.21428571,4.0,2012,02,03,0,1
3891,Kogi,56.6,78.46921682,51.85519457,13.21428571,4.0,2017,12,08,0,1
3100,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2016,05,30,1,1
5013,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2019,11,02,0,0
4796,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,05,18,0,0
2886,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,12,28,0,1
897,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2012,06,18,0,1
1258,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2013,02,22,0,1
3313,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2016,10,17,0,1
95,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2002,11,02,0,0
2209,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,12,01,0,1
2236,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,12,20,0,0
842,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,05,09,0,1
3126,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,06,11,0,0
5523,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,12,17,0,1
5705,Oyo,57.9,77.89170742,31.05866313,10.3,4.18,2021,03,23,0,1
5415,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,09,06,0,0
4390,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2018,09,14,0,1
1566,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2014,01,31,0,1
4568,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,01,01,1,1
322,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2009,07,08,0,1
4354,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,08,18,0,0
2131,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,10,26,0,0
3149,Lagos,84.3,56.04365468,0.8463356644,15.21428571,4.08,2016,06,23,0,1
334,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2009,07,27,0,1
2642,Zamfara,14.9,58.76550674,70.27255893,32.35714286,5.36,2015,07,04,0,0
332,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2009,07,27,0,1
833,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2012,04,30,0,1
2629,Akwa Ibom,75.5,60.14161724575931,43.095502428373365,19.28571429,4.66,2015,06,29,0,1
5244,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,04,19,0,0
3383,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,11,23,0,1
2298,Ebonyi,67.2,87.78492808,70.04756331,11.41428571,5.1,2015,01,13,0,1
2164,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2014,11,03,0,1
731,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2012,03,01,0,1
1694,Zamfara,14.9,58.76550674,70.27255893,32.35714286,5.36,2014,04,03,0,1
291,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2008,12,06,0,0
184,Unknown,41.37838292149941,60.14161724575931,43.095502428373365,14.878800760712894,5.26448478735922,2007,05,02,0,1
4725,Bauchi,22.7,62.27546334,71.5275526,24.32857143,6.72,2019,03,23,0,0
5382,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2020,07,30,0,1
3411,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2016,12,18,0,0
533,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2011,11,04,0,1
2833,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,11,10,0,1
1536,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,12,29,0,0
2513,Unknown,41.37838292149941,60.14161724575931,43.095502428373365,14.878800760712894,5.26448478735922,2015,04,08,0,1
3166,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2016,07,01,0,1
657,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2012,01,27,0,1
1255,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,02,21,0,1
2499,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,04,03,1,1
2638,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,07,03,0,1
2885,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,12,28,0,1
3012,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,03,23,0,1
898,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2012,06,18,0,1
428,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2011,02,21,0,1
5979,Zamfara,14.9,58.76550674,70.27255893,32.35714286,5.36,2021,06,17,0,1
4885,Edo,67.3,48.46425951,11.4923358,13.64285714,4.14,2019,07,21,0,0
2002,Bauchi,22.7,62.27546334,71.5275526,24.32857143,6.72,2014,08,21,0,1
1436,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,09,01,0,0
5427,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,09,09,0,1
1222,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,01,23,0,1
4705,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,03,11,0,1
1879,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,06,22,0,0
5694,Anambra,80.0,43.35963428,26.72869563,11.41428571,4.5,2021,03,18,0,1
5107,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,01,18,0,0
4434,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,10,20,0,0
4273,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2018,06,13,0,1
2845,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2015,11,27,0,1
2229,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,12,15,0,1
2450,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2015,03,14,0,0
1720,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2014,04,15,0,1
2402,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,02,18,0,1
1817,Kogi,56.6,78.46921682,51.85519457,13.21428571,4.0,2014,05,27,0,1
5416,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,09,06,0,0
5953,Anambra,80.0,43.35963428,26.72869563,11.41428571,4.5,2021,06,10,0,1
4953,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,08,31,0,0
5411,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,09,01,0,1
5275,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,05,17,0,0
